order_id,customer_id,order_date,customer_age,customer_gender,customer_segment,region,state,store_type,product_category,product_subcategory,product_name,unit_price,quantity,discount_percent,shipping_cost,payment_method,marketing_channel,customer_tenure_months,loyalty_program_member,competitor_price,economic_index,season,day_of_week,is_holiday,sales_rep_id,sales_rep_experience_years,customer_satisfaction_score,delivery_days,total_sales
ORD-100957,CUST-2745,"June 06, 2025",46.0,Male,Consumer,South South,WARRI,Retail,Office Supplies,Ink,Ink Pro 394,4985.15,3,5.0,612.64,Mobile Money,Social Media,23,Y,5207.68,100.31,Rainy,Friday,N,REP-18,15.0,4.0,9.0,14902.62
ORD-102535,CUST-3691,2024-09-03,14.0,Male,Consumer,North Central,MINNA,Online,Beauty,Fragrance,Fragrance Max 865,60365.78,3,0.0,1089.83,Cash,Email,53,True,62807.63,105.45,Rainy,Tuesday,N,REP-36,0.0,3.5,6.0,227642.94
ORD-104966,CUST-1621,"August 06, 2025",44.0,Female,Consumer,South East,Aba,Retail,Furniture,Sofas,Sofas Standard 211,8933.92,3,30.0,1311.11,USSD,Direct,88,No,8010.25,108.64,Rainy,Wednesday,No,REP-56,9.0,3.3,8.0,18855.74
ORD-101825,CUST-3479,2025-01-08,23.0,Other,Consumer,South South,Yenagoa,Retail, Furniture ,Office Chairs,Office Chairs Lite 948,10960.72,5,0.0,266.18,Debit Card,Social Media,37,N,9536.93,91.15,Dry,Wednesday,no,REP-42,12.0,4.4,2.0,62248.26
ORD-102961,CUST-2159,2024-03-04,35.0,Male,Consumer,North,Borno,Online,Electronics,Audio,Audio Max 945,8923.48,3,15.0,819.11,Cash,Social Media,18,0,,97.89,Dry,Monday,N,REP-33,10.0,4.1,6.0,25297.87
ORD-104417,CUST-1429,2024-05-02,35.0,Male,Corporate,North Central,lokoja,Retail,Furniture,Office Chairs,Office Chairs Lite 263,16075.97,8,20.0,1393.94,MOBILE_MONEY,Social Media,44,1,16221.76,97.16,Rainy,Thursday,N,REP-05,16.0,,3.0,149591.25
ORD-101657,CUST-3403,2025-01-04,21.0,Male,Consumer,North Central,JOS,Wholesale,Beauty,Fragrance,Fragrance Standard 651,29131.02,5,0.0,1679.38,Cash,Referral,50,No,31091.21,102.03,Dry,Saturday,no,REP-21,12.0,6.1,5.0,166620.89
ORD-101889,CUST-2237,2025/10/03,56.0,Male,Consumer,North Central, Lokoja ,Online,furniture,Storage,Storage Eco 860,18420.96,2,0.0,1980.9,Mobile Money,Search,70,yes,18191.17,98.63,Rainy,Friday,no,REP-22,19.0,4.4,1.0,47493.43
ORD-102965,CUST-2630,2025-02-28,46.0,Female,Consumer,South South,Uyo,Online,Furniture,Sofas,Sofas Plus 344,30221.28,9,10.0,1722.33,Cash,Search,15,0,34609.45,92.18,Dry,Friday,0,REP-30,2.0,3.2,3.0,302421.52
ORD-102751,CUST-1222,27/10/2024,47.0,Male,Consumer,South South,Uyo,Online,Clothing,Womenswear,Womenswear Lite 201,"₦10,402.04",2,0.0,388.49,Mobile Money,Social Media,87,1,9274.51,101.41,Rainy,Sunday,yes,REP-46,13.0,4.1,2.0,22651.69
ORD-104781,CUST-2628,13/06/2024,35.0,Female,Consumer,North,PLATEAU,Retail,Office Supplies,Printers,Printers Pro 969,3927.92,4,,958.5,DEBIT_CARD,Referral,49,False,3793.07,94.74,Rainy,Thursday,No,REP-42,10.0,3.0,7.0,14845.27
ORD-104867,CUST-1886,2024-07-02,15.0,Female,Consumer,South East,onitsha,Online,Automotive Parts,Electricals,Electricals Plus 852,19383.7,2,0.0,488.21,USSD,Direct,77,Yes,,98.97,Rainy,Tuesday,No,REP-17,16.0,4.1,6.0,51629.58
ORD-103550,CUST-2209,"October 02, 2025",49.0,Female,Consumer,North Central,Minna,Retail,Clothing,Womenswear,Womenswear Standard 110,17341.56,4,0.0,644.96,Cash,Social Media,16,N,17702.38,99.45,Rainy,Thursday,N,REP-50,10.0,,7.0,72619.18
ORD-104181,CUST-1993,2024-06-20,46.0,Female,Consumer,North,kaduna,Online,Furniture,Office Chairs,Office Chairs Max 321,"₦25,098.90",3,5.0,2424.7,Bank Transfer,Social Media,0,N,,105.71,Rainy,Thursday,No,REP-24,13.0,4.2,4.0,86731.16
ORD-103000,CUST-3139,16/04/2025,,Male,Corporate,South West,Ogun,Online,Electronics,Smartphones,Smartphones Standard 473,"₦11,425.44",2,,982.72,Debit Card,Search,2,yes,11662.28,101.25,Rainy,Wednesday,0,REP-52,,2.5,,22745.61
ORD-101510,CUST-1916,2024/07/20,40.0,Female,Corporate,South East,Awka,Retail,Office Supplies,Paper,Paper Plus 244,"NGN 12,332",4,15.0,839.05,DEBIT_CARD,TV,16,Y,11559.88,100.08,Rainy,Saturday,N,REP-23,19.0,2.9,4.0,52619.5
ORD-100503,CUST-3385,2025-06-12,27.0,Male,Corporate,North,Kano,Wholesale,Beauty,Haircare,Haircare Lite 311,28974.93,2,10.0,1259.77,Credit Card,Search,34,False,29834.72,80.82,Rainy,Thursday,no,REP-04,15.0,4.1,4.0,62445.12
ORD-103428,CUST-3144,"February 12, 2025",43.0,Male,Corporate,South East,AWKA,Online,Clothing,Womenswear,Womenswear Eco 889,26524.33,3,5.0,419.64,Mobile Money,Referral,5,yes,28389.8,103.25,Dry,Wednesday,False,REP-57,14.0,3.5,4.0,86957.06
ORD-104822,CUST-3498,08/06/2024,52.0,Female,Corporate,South South, Warri ,Online,Automotive Parts,Engine Oil,Engine Oil Standard 556,"₦21,087.10",3,10.0,638.8,Cash,TV,73,N,19919.71,91.25,Rainy,Saturday,No,REP-12,3.0,3.7,4.0,59349.5
ORD-104385,CUST-2982,14/06/2025,63.0,Male,Corporate,South East,Enugu,Online,GROCERIES,Dairy,Dairy Eco 122,16050.07,6,,2414.98,USSD,Direct,94,N,,86.72,Rainy,Saturday,no,REP-12,15.0,3.9,4.0,83765.27
ORD-104262,CUST-1801,2024-04-20,47.0,Male,Consumer,South East,owerri,Online,Groceries,Snacks,Snacks Standard 112,5119.16,3,0.0,718.56,USSD,Social Media,11,True,,95.06,Rainy,Saturday,no,REP-34,17.0,,10.0,17720.0
ORD-102771,CUST-1111,2024-01-29,-1.0,Female,Consumer,South West,ogun,Online,automotive parts,Electricals,Electricals Max 234,"₦9,986.89",9,15.0,1968.84,USSD,Social Media,85,0,8919.25,99.6,Dry,Monday,no,REP-54,4.0,2.1,4.0,100632.78
ORD-101300,CUST-3089,02/09/2024,22.0,Female,Corporate,North, Kano ,Retail, Electronics ,Televisions,Televisions Standard 460,22793.2,5,0.0,1069.24,Credit Card,Referral,9,False,22278.04,103.77,Rainy,Monday,no,REP-38,0.0,4.1,,134984.78
ORD-100505,CUST-2248,2025/09/03,53.0,Female,Consumer,South West,IBADAN,Wholesale,Automotive Parts,Filters,Filters Pro 237,12761.61,3,5.0,1072.36,USSD,Social Media,53,N,13656.01,90.21,Rainy,Wednesday,True,REP-43,3.0,3.0,5.0,39585.66
ORD-100441,CUST-1827,2025-01-08,43.0,Male,Corporate,South South,Port Harcourt,Online,Clothing,Footwear,Footwear Standard 340,"₦20,281.50",5,10.0,1663.68,Mobile Money,Direct,34,no,,95.89,Dry,Wednesday,No,REP-18,18.0,3.7,1.0,98748.1
ORD-102840,CUST-2204,2024-12-23,18.0,Male,Consumer,North,borno,Retail,Beauty,Wellness,Wellness Standard 955,"₦17,114.89",2,0.0,563.57,Credit Card,Search,77,no,17707.3,87.36,Dry,Monday,N,REP-07,13.0,4.1,4.0,43039.35
ORD-101599,CUST-2947,20/01/2024,28.0,Male,Consumer,South East,aba,Retail,Clothing,Womenswear,Womenswear Plus 224,"₦2,364.82",5,5.0,500.32,Debit Card,TV,51,N,,120.3,Dry,Saturday,False,REP-02,11.0,,8.0,10764.84
ORD-100839,CUST-3504,01/06/2025,47.0,Female,Consumer,South West,EKITI,Retail,Office Supplies,Paper,Paper Max 718,"NGN 11,625",6,10.0,1393.29,Credit Card,Search,66,Y,13300.42,98.76,Rainy,Sunday,0,REP-02,7.0,2.0,2.0,59923.89
ORD-102738,CUST-2353,03/05/2025,45.0,Female,Consumer,South South,uyo,Online,Automotive Parts,Tyres,Tyres Max 825,18377.76,2,5.0,662.27,Mobile Money,Email,86,Y,,90.96,Rainy,Saturday,No,REP-10,11.0,4.3,,41607.6
ORD-104920,CUST-3685,11/06/2024,20.0,Male,Corporate,South East,Owerri,Retail,Electronics,Audio,Audio Eco 687,13983.21,2,,165.77,CASH,Referral,45,,14619.35,105.47,Rainy,Tuesday,No,REP-09,6.0,4.3,6.0,37109.62
ORD-102763,CUST-1098,29/10/2025,19.0,Male,Consumer,North Central,ilorin,Retail,Clothing,Kidswear,Kidswear Max 300,4948.61,3,20.0,947.36,Debit Card,Social Media,21,Yes,4876.57,101.72,Rainy,Wednesday,False,REP-29,0.0,4.2,5.0,13430.03
ORD-102754,CUST-3724,2024/04/23,29.0,Male,Consumer,South South,warri,Online,groceries,Household,Household Lite 537,38849.28,7,5.0,878.96,Credit Card,TV,83,Yes,41575.51,108.91,Rainy,Tuesday,False,REP-49,2.0,2.0,4.0,266508.17
ORD-101817,CUST-1694,2025-01-04,32.0,Female,Consumer,South East,Aba,Wholesale,Beauty,Haircare,Haircare Max 904,30563.02,5,20.0,1388.19,USSD,Referral,18,N,30914.09,89.32,Dry,Saturday,No,REP-52,8.0,3.7,4.0,147715.28
ORD-100915,CUST-2261,"January 09, 2024",23.0,Female,Home Office,North Central,Lokoja,Online,Clothing,Menswear,Menswear Lite 579,30483.58,3,10.0,899.96,Credit Card,Social Media,65,Y,,101.94,Dry,Tuesday,0,REP-03,7.0,2.9,7.0,105118.45
ORD-100735,CUST-2845,2025-02-10,44.0,Male,Consumer,South East,enugu,Retail,Automotive Parts,Tyres,Tyres Eco 392,"₦4,468.75",2,0.0,919.37,USSD,Search,5,no,3837.8,96.26,Dry,Monday,no,REP-27,19.0,3.8,6.0,11083.77
ORD-100107,CUST-2828,24/11/2025,40.0,Female,Consumer,South East,ONITSHA,Online,Clothing,Accessories,Accessories Max 102,3166.92,4,0.0,1165.2,Credit Card,Referral,69,N,3347.19,87.8,Dry,Monday,yes,REP-49,11.0,4.2,4.0,13401.72
ORD-100688,CUST-2224,07/07/2025,20.0,Male,Corporate,North Central,MINNA,Wholesale,Furniture,Sofas,Sofas Lite 278,11918.87,6,0.0,650.27,Mobile Money,Email,75,Y,,86.84,Rainy,Monday,N,REP-25,7.0,3.6,4.0,80496.95
ORD-101677,CUST-2152,"August 01, 2024",43.0,Male,Consumer,North Central,lokoja,Online,Automotive Parts,Filters,Filters Max 706,24038.88,4,15.0,1338.98,Cash,TV,53,Yes,24537.86,98.53,Rainy,Thursday,0,REP-39,18.0,,2.0,100134.86
ORD-103496,CUST-1282,13/12/2025,46.0,Male,Home Office,North Central,MINNA,Online,Groceries,Beverages,Beverages Plus 434,41211.53,4,,429.16,CREDIT_CARD,Search,67,,46629.08,111.82,Dry,Saturday,N,REP-16,9.0,3.0,4.0,120699.93
ORD-101162,CUST-3331,2024/06/13,34.0,Male,Consumer,South East,Onitsha,Retail,Office Supplies,Ink,Ink Lite 615,21669.68,7,10.0,1133.38,USSD,Direct,3,1,22425.99,99.58,Rainy,Thursday,No,REP-50,16.0,3.2,7.0,197342.43
ORD-104453,CUST-2939,2025/08/10,37.0,Female,Consumer,South West,Osun,Wholesale,Automotive Parts,Tyres,Tyres Max 271,9301.98,1,0.0,785.85,CREDIT_CARD,TV,40,No,10942.79,88.97,Rainy,Sunday,no,REP-10,6.0,3.4,2.0,10122.22
ORD-103379,CUST-2086,2024-12-26,37.0,Female,Home Office,South East,ENUGU,Online,Beauty,Wellness,Wellness Pro 834,19949.47,2,5.0,1347.53,USSD,Email,7,Y,20779.5,102.0,Dry,Thursday,False,REP-17,19.0,,6.0,49258.46
ORD-100761,CUST-2520,28/04/2024,30.0,Male,Corporate,South West,ogun,Wholesale,Office Supplies,Ink,Ink Eco 258,8934.16,3,,430.38,Debit Card,Direct,61,True,8440.23,98.59,Rainy,Sunday,N,REP-20,7.0,3.6,4.0,28967.1
ORD-102732,CUST-3561,"July 21, 2024",30.0,Male,Corporate,South South,uyo,Online,FURNITURE,Tables,Tables Lite 349,23381.14,5,20.0,571.27,Mobile Money,TV,79,,23256.43,104.63,Rainy,Sunday,True,REP-48,15.0,3.4,4.0,117019.51
ORD-100909,CUST-1252,2025-01-13,26.0,Female,Corporate,South South,CALABAR,Online,Office Supplies,Ink,Ink Pro 658,"NGN 44,164",1,10.0,259.35,Mobile Money,Search,93,False,47206.15,109.2,Dry,Monday,No,REP-06,7.0,4.6,6.0,38348.83
ORD-104991,CUST-2435,12/06/2024,26.0,Male,Home Office,North Central, Minna ,Retail,Office Supplies,Paper,Paper Standard 273,5902.95,6,0.0,1193.74,Debit Card,Search,84,Y,5497.82,115.66,Rainy,Wednesday,N,REP-31,8.0,2.9,7.0,44502.0
ORD-103863,CUST-2678,2025/10/20,17.0,,Consumer,North,sokoto,Retail,Office Supplies,Printers,Printers Pro 823,55596.5,5,5.0,1036.45,USSD,Social Media,33,1,49455.87,99.2,Rainy,Monday,False,REP-09,4.0,5.0,5.0,268434.55
ORD-104172,CUST-2392,22/02/2024,31.0,Female,Consumer,South West,ekiti,Retail,Beauty,Makeup,Makeup Eco 549,2812.91,2,5.0,769.24,Bank Transfer,Search,78,0,3075.5,107.81,Dry,Thursday,False,REP-22,7.0,3.9,3.0,5889.68
ORD-102573,CUST-2076,2025-12-01,44.0,Male,Consumer,North Central,JOS,Retail,Automotive Parts,Tyres,Tyres Eco 169,51979.25,2,0.0,882.4,Cash,TV,54,0,50938.2,81.68,Dry,Monday,0,REP-26,11.0,4.4,3.0,135944.31
ORD-103751,CUST-3195,03/05/2024,37.0,Male,Home Office,North,Sokoto,Wholesale,Clothing,Footwear,Footwear Max 252,52390.95,5,0.0,234.44,Cash,Email,79,No,67325.36,111.42,Rainy,Friday,Y,REP-07,8.0,4.7,6.0,218775.03
ORD-100871,CUST-1554,2024-12-10,40.0,Male,Consumer,South South, Uyo ,Retail,Beauty,Makeup,Makeup Max 623,16788.27,4,0.0,489.64,Bank Transfer,Direct,88,1,18368.83,91.42,Dry,Tuesday,no,REP-25,5.0,,4.0,69860.59
ORD-103458,CUST-3313,2024/10/26,34.0,Male,Corporate,North,PLATEAU,Retail,Automotive Parts,Tyres,Tyres Pro 315,31891.54,2,5.0,697.82,USSD,Direct,56,0,33360.25,104.29,Rainy,Saturday,N,REP-52,2.0,4.1,2.0,54426.35
ORD-104088,CUST-3703,2024-04-15,31.0,Female,Corporate,South West, Lagos ,Online,Furniture,Office Chairs,Office Chairs Plus 194,5758.23,6,0.0,1014.22,Bank Transfer,TV,37,N,5053.15,98.14,Rainy,Monday,N,REP-52,14.0,4.1,4.0,39589.08
ORD-104291,CUST-3555,2025-12-27,22.0,Female,Consumer,South West,ibadan,Wholesale,Beauty,Haircare,Haircare Standard 671,"₦12,377.77",4,0.0,1312.3,Credit Card,Direct,74,N,,119.33,Dry,Saturday,No,REP-20,15.0,3.8,6.0,62080.62
ORD-101098,CUST-1113,2025-07-30,28.0,Female,Corporate,South East, Aba ,Retail,Electronics,Laptops,Laptops Pro 160,12666.94,2,15.0,1011.18,CREDIT_CARD,Search,80,True,13513.28,94.87,Rainy,Wednesday,False,REP-55,7.0,3.4,7.0,21164.95
ORD-100295,CUST-2431,2025-08-06,60.0,Female,Consumer,North Central,Ilorin,Wholesale,Automotive Parts,Electricals,Electricals Eco 935,30944.02,2,10.0,718.98,Cash,Direct,64,N,32073.07,100.71,Rainy,Wednesday,0,REP-36,16.0,,8.0,68636.55
ORD-104451,CUST-1696,2024-09-02,,Female,Consumer,South West,Ekiti,Online,Beauty,Haircare,Haircare Plus 591,9094.6,4,5.0,703.55,Cash,Direct,32,no,7705.05,108.0,Rainy,Monday,False,REP-11,14.0,2.6,6.0,41010.73
ORD-103946,CUST-1064,"February 25, 2024",21.0,Male,Consumer,South West,Ibadan,Online,Electronics,Televisions,Televisions Plus 160,32672.5,3,0.0,1796.72,Credit Card,Search,10,no,31094.06,95.15,Dry,Sunday,False,REP-41,0.0,5.5,3.0,128997.51
ORD-102741,CUST-1266,27/09/2024,44.0,Male,Consumer,South West,osun,Online,OFFICE SUPPLIES,Furniture,Furniture Lite 691,13454.26,4,20.0,406.13,CASH,Search,60,True,13844.38,96.24,Rainy,Friday,False,REP-17,3.0,,4.0,47895.16
ORD-102086,CUST-3015,22/11/2024,39.0,Female,Consumer,South East,Owerri,Wholesale,Office Supplies,Furniture,Furniture Plus 869,"₦14,285.79",3,5.0,1311.14,Mobile Money,Email,91,Y,14276.96,93.25,Dry,Friday,no,REP-11,9.0,2.9,5.0,51471.6
ORD-104323,CUST-1729,2025-10-30,31.0,Female,Corporate,North,KANO,Wholesale,office supplies,Ink,Ink Eco 487,6761.53,1,20.0,,Cash,Email,0,0,6456.76,100.66,Rainy,Thursday,No,REP-35,16.0,4.2,6.0,5725.93
ORD-103032,CUST-2548,2025-04-18,32.0,Male,Corporate,North Central,Lokoja,Online,ELECTRONICS,Audio,Audio Standard 107,29566.57,4,,1007.1,Mobile Money,Search,10,Yes,30526.35,107.87,Rainy,Friday,no,REP-03,5.0,3.0,2.0,114726.59
ORD-100397,CUST-1540,14/10/2024,36.0,Female,Consumer,North, Plateau ,Online,Clothing,Womenswear,Womenswear Plus 530,15045.16,5,15.0,227.1,BANK_TRANSFER,Search,92,N,16505.08,105.27,Rainy,Monday,False,REP-26,1.0,,10.0,58955.32
ORD-100854,CUST-1791,"October 27, 2024",36.0,Female,Consumer,South West,LAGOS,Retail,Groceries,Dairy,Dairy Standard 683,7670.5,6,5.0,823.58,Cash,Direct,28,Y,8454.8,93.89,Rainy,Sunday,no,REP-55,15.0,3.0,5.0,61603.19
ORD-102981,CUST-1165,16/12/2025,22.0,Female,Consumer,North Central,Ilorin,Online,Automotive Parts,Electricals,Electricals Lite 307,21342.35,6,15.0,770.75,Bank Transfer,Search,3,True,23952.9,101.76,Dry,Tuesday,No,REP-18,2.0,4.0,5.0,111942.7
ORD-102080,CUST-3274,2024-09-06,33.0,Male,Consumer,South West,Ogun,Retail,Automotive Parts,Tyres,Tyres Lite 232,15273.51,6,,993.92,CREDIT_CARD,Direct,67,Yes,,101.22,Rainy,Friday,N,REP-06,19.0,,4.0,103482.85
ORD-100018,CUST-3309,23/07/2025,50.0,Female,Corporate,South South,uyo,Online,Beauty,Wellness,Wellness Max 409,"₦15,172.07",4,20.0,1426.44,USSD,Social Media,85,,,101.72,Rainy,Wednesday,N,REP-55,6.0,2.6,7.0,52758.03
ORD-104895,CUST-2111,25/07/2025,32.0,Other,Consumer,North Central,ABUJA,Retail,Beauty,Skincare,Skincare Max 620,41603.11,4,10.0,2806.02,Cash,Email,21,False,40275.16,104.62,Rainy,Friday,no,REP-43,8.0,,3.0,159330.88
ORD-103197,CUST-3232,16/05/2025,34.0,Male,Consumer,South East,aba,Retail, Furniture ,Tables,Tables Max 492,5896.15,5,0.0,,Credit Card,Referral,49,1,4996.72,81.65,Rainy,Friday,0,REP-57,7.0,,5.0,27423.61
ORD-103469,CUST-3383,2024-02-19,25.0,Male,Corporate,North,Borno,Online,Groceries,Staples,Staples Pro 102,17263.96,3,20.0,2549.87,CREDIT_CARD,Social Media,85,False,19357.87,94.41,Dry,Monday,0,REP-33,12.0,3.6,6.0,34035.8
ORD-101252,CUST-1203,"July 19, 2024",37.0,Female,Consumer,South West,EKITI,Retail,Office Supplies,Paper,Paper Pro 866,"₦26,798.55",4,0.0,542.96,USSD,TV,94,no,22937.61,101.58,Rainy,Friday,0,REP-07,5.0,1.9,12.0,120783.25
ORD-100195,CUST-1241,"October 24, 2024",50.0,Male,Corporate,South East,OWERRI,Retail,Automotive Parts,Batteries,Batteries Pro 332,37525.76,4,25.0,807.58,Credit Card,Social Media,28,Y,38528.88,95.6,Rainy,Thursday,0,REP-20,11.0,4.4,4.0,130157.87
ORD-103896,CUST-2464,2024-07-26,,Other,Consumer,South East,Aba,Retail,Electronics,Televisions,Televisions Eco 633,5616.49,5,15.0,1806.1,Credit Card,Email,70,1,5801.26,89.42,Rainy,Friday,False,REP-32,3.0,1.9,,29054.68
ORD-100203,CUST-2924,2025/05/02,36.0,,Consumer,North Central, Jos ,Online,Groceries,Staples,Staples Lite 274,2883.83,7,,1059.42,Debit Card,Referral,68,N,2863.91,122.74,Rainy,Friday,0,REP-24,9.0,5.1,9.0,19479.38
ORD-100292,CUST-3622,"September 04, 2024",34.0,Male,Consumer,South South,warri,Retail,Beauty,Haircare,Haircare Plus 928,50290.27,5,5.0,1490.64,Mobile Money,Direct,51,True,58953.28,95.99,Rainy,Wednesday,N,REP-53,19.0,5.2,7.0,308341.01
ORD-101345,CUST-3743,2025-06-02,35.0,Male,Home Office,South East,enugu,Online,Clothing,Accessories,Accessories Max 823,6183.77,5,0.0,832.12,CREDIT_CARD,Referral,95,False,5750.02,106.54,Rainy,Monday,No,REP-35,11.0,4.7,7.0,322581.3689547718
ORD-102161,CUST-1671,2025-07-12,37.0,Male,Corporate,South West,Osun,Online,Groceries,Dairy,Dairy Eco 822,11330.33,3,0.0,374.83,DEBIT_CARD,Search,80,Y,10353.1,98.76,Rainy,Saturday,N,REP-01,9.0,4.3,200.0,36803.41
ORD-102636,CUST-1922,"April 16, 2024",,Male,Consumer,South South,Uyo,Online,Groceries,Dairy,Dairy Max 844,27896.97,5,0.0,766.56,Cash,Email,63,yes,29355.99,109.83,Rainy,Tuesday,0,REP-49,7.0,4.3,8.0,148391.19
ORD-104186,CUST-1731,2024-01-26,46.0,Male,Consumer,North, Plateau ,Wholesale,Groceries,Snacks,Snacks Eco 960,"₦18,034.31",2,20.0,1838.87,Credit Card,Referral,55,No,16772.78,95.94,Dry,Friday,N,REP-18,7.0,2.2,4.0,30154.07
ORD-104619,CUST-3469,2025-02-26,48.0,Male,Consumer,South South,Port Harcourt,Online,Clothing,Kidswear,Kidswear Eco 424,16567.57,2,5.0,622.78,Mobile Money,TV,57,No,14436.98,95.6,Dry,Wednesday,No,REP-21,2.0,5.2,3.0,31152.7
ORD-104392,CUST-1033,"November 02, 2024",33.0,Female,Home Office,North Central,MINNA,Online,GROCERIES,Snacks,Snacks Plus 851,"NGN 13,329",3,10.0,688.48,USSD,Referral,39,no,12896.91,96.63,Dry,Saturday,0,REP-08,0.0,,7.0,44180.92
ORD-103489,CUST-2952,2025-06-08,39.0,Male,Consumer,North Central,MINNA,Retail,Electronics,Smartphones,Smartphones Max 207,14615.5,4,5.0,1246.34,Bank Transfer,Direct,0,no,16339.17,99.55,Rainy,Sunday,0,REP-18,9.0,3.2,3.0,54070.61
ORD-101629,CUST-1349,2024/08/01,27.0,Male,Corporate,South South,port harcourt,Retail,Automotive Parts,Tyres,Tyres Max 108,1631.79,4,0.0,326.41,Bank Transfer,Direct,8,No,1727.37,104.37,Rainy,Thursday,No,REP-09,17.0,4.0,4.0,7009.64
ORD-103827,CUST-2511,19/04/2024,,Female,Home Office,North,sokoto,Retail, Electronics ,Laptops,Laptops Standard 924,22712.86,4,20.0,331.45,BANK_TRANSFER,Referral,44,no,,96.29,Rainy,Friday,no,REP-18,0.0,3.7,4.0,78845.73
ORD-100004,CUST-2190,2025-07-18,32.0,Other,Consumer,South West,Lagos,Online,AUTOMOTIVE PARTS,Tyres,Tyres Lite 170,13921.21,4,0.0,959.68,Bank Transfer,Email,5,No,14434.9,106.06,Rainy,Friday,False,REP-19,18.0,3.8,5.0,58544.47
ORD-100175,CUST-2270,2024/05/01,35.0,Female,Consumer,South East, Onitsha ,Retail,Furniture,Tables,Tables Standard 949,28190.59,7,0.0,1450.44,Cash,Direct,93,N,,101.57,Rainy,Wednesday,N,REP-50,1.0,4.0,3.0,194063.19
ORD-100412,CUST-1768,2025-01-05,24.0,Female,Corporate,North,borno,Online,Office Supplies,Printers,Printers Lite 795,43969.42,4,0.0,2336.8,CASH,Referral,27,N,46122.92,85.54,Dry,Sunday,No,REP-06,2.0,5.1,6.0,207979.99
ORD-103940,CUST-2498,2024-03-09,17.0,Other,Corporate,South West,OSUN,Online,automotive parts,Engine Oil,Engine Oil Max 497,3104.2,2,5.0,903.5,DEBIT_CARD,Direct,85,yes,3017.12,100.29,Dry,Saturday,no,REP-08,11.0,4.3,3.0,6787.36
ORD-101990,CUST-2460,21/02/2025,48.0,Male,Home Office,South West,IBADAN,Retail,Groceries,Beverages,Beverages Pro 713,28660.69,3,10.0,219.38,CASH,TV,92,1,28454.26,101.23,Dry,Friday,No,REP-35,11.0,,,105571.4
ORD-101430,CUST-2293,14/09/2025,18.0,,Consumer,North Central,ABUJA,Online,Beauty,Makeup,Makeup Plus 996,12328.03,2,5.0,1060.54,Cash,Social Media,13,,11646.79,109.34,Rainy,Sunday,0,REP-31,3.0,2.7,4.0,17244.62
ORD-101940,CUST-1452,"August 18, 2025",28.0,Male,Corporate,South South,uyo,Online,Automotive Parts,Tyres,Tyres Plus 604,14293.69,6,5.0,1556.55,MOBILE_MONEY,Direct,21,True,16541.86,95.41,Rainy,Monday,0,REP-42,10.0,4.0,4.0,91205.19
ORD-104634,CUST-1278,10/06/2025,31.0,,Corporate,South West,ibadan,Wholesale,Furniture,Beds,Beds Plus 769,14646.86,3,,490.06,Debit Card,TV,60,False,14559.77,92.71,Rainy,Tuesday,0,REP-27,15.0,5.5,6.0,44680.96
ORD-100023,CUST-3548,2024-11-02,35.0,Male,Consumer,South East,Enugu,Online,Automotive Parts,Tyres,Tyres Standard 393,17346.85,6,,725.71,Cash,TV,3,No,,100.98,Dry,Saturday,0,REP-44,15.0,3.7,3.0,112320.64
ORD-104522,CUST-2481,"September 21, 2025",46.0,Male,Corporate,South South, Calabar ,Online,Beauty,Haircare,Haircare Lite 609,30410.6,6,0.0,833.42,Debit Card,Email,53,False,36362.07,105.91,Rainy,Sunday,no,REP-55,1.0,,4.0,171886.43
ORD-102292,CUST-1646,22/07/2024,34.0,Female,Consumer,North Central,LOKOJA,Online,Office Supplies,Paper,Paper Standard 607,"₦49,840.30",4,5.0,2691.6,CASH,Direct,74,,44318.72,109.3,Rainy,Monday,Yes,REP-23,19.0,1.6,3.0,260972.46
ORD-103628,CUST-3324,2024/07/24,17.0,Female,Corporate,South South,WARRI,Retail,Furniture,Office Chairs,Office Chairs Pro 109,3335.48,6,10.0,1185.85,Credit Card,TV,47,N,,107.04,Rainy,Wednesday,N,REP-29,12.0,3.2,4.0,20288.96
ORD-104163,CUST-1550,31/07/2025,,Female,Consumer,North,Kano,Online,Electronics,Smartphones,Smartphones Pro 471,23393.25,3,15.0,1783.57,Mobile Money,Search,14,Yes,24449.81,102.74,Rainy,Thursday,0,REP-59,7.0,4.6,7.0,62653.02
ORD-102074,CUST-2915,2025-06-04,43.0,Male,Consumer,North,kano,Retail,Electronics,Televisions,Televisions Lite 374,"NGN 31,673",3,30.0,558.17,Cash,TV,86,1,,91.74,Rainy,Wednesday,No,REP-05,2.0,4.8,9.0,65051.3
ORD-100420,CUST-3550,2025-08-07,40.0,Male,Consumer,South South,PORT HARCOURT,Online,Automotive Parts,Batteries,Batteries Lite 898,32296.0,2,,1041.91,USSD,Social Media,0,,36367.05,106.55,Rainy,Thursday,0,REP-55,7.0,4.8,5.0,48465.88
ORD-100959,CUST-2132,30/09/2025,35.0,Male,Consumer,South West, Osun ,Retail,Clothing,Menswear,Menswear Plus 561,5270.5,6,0.0,182.14,USSD,Social Media,57,No,,97.48,Rainy,Tuesday,False,REP-12,0.0,4.1,5.0,32808.36
